EFECTIVO,CXC,INVENTARIO,EQ_OFICINA,EQ_TRANSPORTE,TERRENOS_Y_CONSTRUCCIONES,CXP,CONTRIBUCIONES_X_PAGAR,ANTICIPOS_CTE,CAP_SOCIAL,UTILIDADES_ACUMULADAS,UTILIDAD_O_PERDIDA,TOTAL_VENTAS,TOTAL_COMPRAS,UTILIDAD_BRUTA,TOTAL_GASTOS,OBJETIVO
1120695.402,9134905.731,16333852.2,412940.3207,274698.6399,5091566.515,34544081.98,93574.56432,1192714.921,,-6235013.02,-2682724.501,34561584.01,88318888.42,,,Aceptado
93286.60526,20702910.28,32439990.88,74671.73103,400613.7666,7488469.17,43960698.77,214929.6947,1364232.958,1314668.783,,-6058910.164,195049084.7,54720306.91,14159849.48,15453075.02,Aceptado
700431.3434,,8825721.519,2515054.055,461251.7318,,43267108.36,432917.2639,1446914.0769999996,,226822.1424,-1208395.848,54525140.87,,,29749574.47,Aceptado
109177.8882,10893.81433,56772.21268,18064.63669,333995.8334,3645816.908,17575.08521,63155.6661,403823.782,5686979.307999998,-20094567.26,,505301.3883,4322507.683,29165.18317,202905.7101,Aceptado
2664151.243,4863793.6669999985,7925218.352000001,,2914170.797,3017751.172,10560744.01,366192.6652,870972.8788,11860256.11,-11037027.04,1002113.371,67879562.11,85972613.93,35587495.5,31155525.25,Aceptado
231747.1859,10326445.98,5419721.052,,922723.4642,5210453.014,16650104.57,73793.91206,624522.9213,229218.2493,-581253.6489,-3021299.177,43343437.35,66932341.25,15453263.15,15912855.95,Aceptado
1079485.756,1113230.164,18002.10064,974659.338,,-8280245.623,262292.3687,279372.897,,2057459.736,-3545161.07,992665.0794,15947024.82,10141744.89,3724497.885,,Aceptado
2252008.551,764935.0083,280703.3983,863109.0393,2009781.774,,978003.9261,177963.395,1612750.742,317649.8369,8260301.279,-286057.0781,70202336.9,11158393.79,801369.4898,2221078.241,Aceptado
27667993.8,,24164149.71,109334136.2,6540014.818,-10027362.91,119225046.6,1197252.407,,2350717.179,26064953.12,-2214439.306,,1097834762.0,73037161.04,52229336.45,Aceptado
171828.4293,159906.0037,26153.0536,,33805.39765,-1634633.101,65204.53722000001,369350.1396,401789.9646,3137136.899,-2137352.971,949596.2706,1914197.313,432515.6565,1220716.221,1030315.045,Aceptado
235135.8402,7358545.464,1762611.081,,305805.1052,590820.86,8636372.759,,,972609.9447,7516421.772999999,-912024.7173,43489892.53,9682397.51,12980103.91,9200855.314,Aceptado
499460.5304,8340904.988,15448352.43,283391.8959,2051237.215,7205852.547,18145675.32,155501.7791,271465.4893,9012834.181,-6751033.021000002,664693.1659,97183482.19,61365942.88,28847782.49,,Aceptado
112688.7998,,928206.7836,374154.9395,502410.5918,2918760.648,2838648.525,,700623.5465,63456.44244,5716224.172,-3624344.591,19120894.74,13677540.91,1272759.571,2743752.11,Aceptado
192469.6704,,24166.59819,17652.16893,,5947183.096,4881.3680829999985,271742.9633,1320.272339,20262972.34,-31836620.16,1213717.759,58948.89395,340413.8022,5047044.645,6840722.301,Aceptado
1563559.9819999996,11698716.57,35975395.05,,1280854.429,4486542.555,17972895.22,430494.7861,1959065.309,,5036646.888,-357399.6752,,,24342626.28,25794176.67,Aceptado
85936.26319,20137770.7,,927206.183,425800.3335,8012860.994,,159797.6329,1554580.253,148559.2129,9983848.128,-6988867.449,106713741.0,57959416.36,10426604.62,11855995.36,Aceptado
4257755.413,30174878.21,1594215.633,3668922.247,3050277.356,-12240983.59,26418303.25,313233.552,6266115.646000002,,14754029.22,-1388607.8080000002,188453133.5,,,16644355.87,Aceptado
871775.1796,15207258.99,1888310.212,576984.0277,789998.3181,-4467781.811000002,,184279.918,1814689.683,3397673.778,6174564.887,-574911.4755,66640887.82,24617701.9,11974767.49,13040863.27,Aceptado
115725.2537,331114.8281,7417383.306,35379.16838,106945.5029,7806119.09,,224566.2491,2537034.399,,-5566170.167,-3364687.579,8315552.012999998,5496694.694,814797.1187,1219081.226,Aceptado
72101.29982999999,1751807.715,,680063.4982,,6729897.271000002,10431504.2,73207.49938,804237.0635,281036.1173,-6724563.787000001,-3816084.564,7998724.638999999,,9044696.652,5004530.609,Aceptado
1165986.19,5913634.694,4320315.086,566780.8314,1651084.157,368239.9402,8352510.325,178243.4992,1301468.781,5642422.881,-1723665.436,-164318.3948,47290175.8,59792316.14,11210600.13,17340029.67,Aceptado
757612.9844,4250228.538,,456195.424,,8488916.623,13875438.82,405382.2205,974712.946,13223170.58,-15421164.04,-1824884.529,11840382.86,61365901.95,12705780.69,23670260.16,Aceptado
707426.1137,8347913.205,983173.4378,987904.9638,563879.3123,,15231246.7,55156.00891,1356814.514,2197340.355,-5051176.638,-2618028.575,24009088.71,41820404.29,5967315.801,9536548.833,Aceptado
409208.8608,4307613.975,333236.8554,665730.309,871109.9164,,4597823.4010000015,117363.2362,3782358.322,1648327.9130000004,-1268239.436,-54915.03633,,12390348.07,13372262.52,,Aceptado
7736115.693,15722472.31,564366.4334,41544798.0,6286028.209,-9204016.937,24323402.46,206158.8351,,2312702.941,4720369.0430000005,616290.6468,167227485.3,111821423.3,20607426.45,,Aceptado
330445.8476,10274742.65,2216172.791,795436.7890000001,819935.7114,-1315951.351,6207705.753,489523.5905,731713.7488,363244.9224,,-931558.1531,98226378.55,12421800.28,10229116.1,9617061.521,Aceptado
,1270818.758,737539.4141,206261.185,701411.5021,3229230.379,4287564.975,,384699.4746,343132.8047,-2298454.685,-337692.8273,,14686965.58,15377652.25,,Aceptado
541492.4881,4416888.268,1562581.966,743005.9439,1109272.77,-1422034.794,8969542.407,,623873.8428,60547.40655,8129327.039,-1590472.252,110546527.5,14293901.94,4197570.553,,Aceptado
,3469372.671,6862130.307,50971.15076,395279.8725,2655226.789,7884006.283,,1350924.543,1407225.0669999998,5271242.585,-3735368.37,48419124.56,36372097.13,,6273750.751,Aceptado
800643.8224,39924949.2,,15719432.51,2686192.973,5884074.634,,302462.7491,2735896.561,3235407.107,4747641.964,802673.5954,204085855.0,24064381.35,49728731.88,33249216.01,Aceptado
75365.06002,7455562.791,10713960.52,203267.5195,1477184.767,7577700.24,5507119.999,830631.4458,,,7448739.078,-228458.9601,93184814.16,20999631.73,14953739.56,17328441.79,Aceptado
11043.28766,7117079.342,40208782.68,13833.50034,,8875306.844,24780925.32,566056.534,,2273137.242,7897672.927999998,-6681664.892000001,,8293767.748,10412202.51,9970119.191,Aceptado
366991.3366,48341284.08,23996301.21,14690763.13,728831.3261,4924164.362,,797261.0608,4620783.214,58866.47872000001,,-7318683.08,170657596.6,188916266.4,,21465515.42,Aceptado
2968736.66,94662655.94,6653815.15,295022723.3,3506339.13,-4150704.931,122542698.3,1001071.634,5347878.411,742499.5357,20607729.26,-5618594.268999998,297913682.4,703603494.4,,,Aceptado
4207305.7239999985,56547372.02,36849631.43,6404233.985,3573576.592,1512603.618,100066565.3,446560.6731,4994137.298,7425358.452,9468900.465,-419203.9022,334044943.1,657356291.4,,66220941.3,Aceptado
,4625761.874,122343.4643,1731213.521,999645.3888,,3680611.8210000005,187849.7731,2821498.087,842082.0313,2891940.741000001,-1790080.5259999996,30402388.85,17823898.97,2859818.843000001,2463822.288,Aceptado
671556.7035,3803318.278,2448690.1580000003,694656.4985,,545758.9528,6809651.8,65341.86974,630385.6265,869155.1898,,759305.0844,95991010.45,30555619.79,25634703.35,13975871.08,Aceptado
846780.3067,20322202.79,40572823.36,2320355.341,847962.9873,8028213.851,,277670.7382,998540.4319,4730658.153,,-1063863.137,97985815.97,145141279.5,61943609.69,55763604.46,Aceptado
9577033.888,4441395.747,,418048.465,1758238.7680000004,-5420461.2760000015,5067287.337,274017.8975,1583548.862,23519516.83,-13316499.75,1194917.056,,21732085.19,27100227.87,23532488.8,Aceptado
100745.0668,311351.7583,2308929.0930000003,52472.80779,457538.8914,4600146.95,1242809.025,147068.8381,577164.8968,1091980.44,-4451312.272,-2169725.217,14201843.17,18750004.12,4632869.6680000005,2769138.749,Aceptado
1104587.311,13697316.6,,,1445800.506,-8749546.665,5676984.932,,575021.3953,,11151377.46,-110269.6284,,,12446543.27,,Aceptado
168886.8628,4288096.506,2257181.106,,96767.96241,,10344851.66,82807.43166,,3008822.598,,,17144115.5,21690708.47,12563843.24,,Aceptado
662536.3816,4066416.266,1894894.56,674956.9999,982365.9157,1537147.374,5867425.321,77596.25789,109838.8456,1253759.716,-4239158.906,,39716321.47,22397031.51,,19639310.17,Aceptado
641326.5508,22520794.99,13830564.4,1611182.9530000002,1308296.722,6255603.001,33442625.72,638854.2357,,8112805.6839999985,1725283.314,,,68853657.15,31151846.63,,Aceptado
64388.03853,335860.1362,2749375.872,31250.58985,680697.4283,7158616.381,1269040.694,32035.6032,36156.02086,1375221.5980000002,-14835834.22,442334.2191,15471324.16,14592784.83,12003714.57,9259245.991,Aceptado
,2590185.645,6758133.887,1453407.36,1417814.1530000004,7802272.51,6628215.847,232032.4134,2136017.871,,-9978001.127,,,27097107.9,7009660.618,7903138.959,Aceptado
201280.1486,1627562.759,11265.2839,5159978.507,234825.5444,-2670486.249,,,1849315.954,99251.77384,-3156750.135,-6752218.298,1380677.85,24561769.85,250420.0007,614858.6092,Aceptado
17847.87761,,,18170.21086,124201.3331,,1481648.785,16985.20321,7302.898687000001,,-9268066.262,-1232514.258,9956910.481,5438890.128,3540070.095,6379605.121,Aceptado
2086904.136,27735083.6,2213449.489,1232482.621,794626.9367,-9804092.775,,402994.6684,1377861.4419999998,1597627.32,16475170.25,-583306.9739999999,140904929.0,30800256.47,19333806.89,20649732.34,Aceptado
136207.3303,8095765.418,6259697.035,762924.1694,224215.5847,6629418.504,,274170.1664,423005.7734,1222964.873,-1005551.105,-5194000.915,22004902.98,59326326.84,10945880.39,14383937.33,Aceptado
,2193994.167,23953096.44,257768.4859,522080.3645,8344050.034,18061859.47,219692.4512,5166962.18,7851111.739,-9739778.619,-4325979.076,22988444.0,51291730.88,7013773.175,6676252.7579999985,Aceptado
2121354.767,20350656.75,6722467.346,4494287.51,3556739.725,-3902948.121,,362016.2167,2212594.276,3401148.958,4632683.853,229111.3882,133146866.6,349257888.0,67784040.51,39582715.62,Aceptado
,,3069663.144,,19426.18762,8179103.706,11167135.65,45034.45889,1018.828573,3525942.608,-15660106.21,339872.4409,7897618.486,,29630655.42,26280321.22,Aceptado
269857.4835,4640838.012,871886.3685,117613.1866,2075029.046,-9659536.458,2558157.858,87343.20901,777653.2422,144884.9435,11025312.28,-2035641.232,72644309.61,162734531.3,17034293.66,,Aceptado
48763.44947,531285.4839999999,7550.404867,276505.8981,2909258.582,-3343908.14,,22716.51582,471473.7889,3453.546341,9390223.329,795550.186,68388128.83,,2412508.555,971522.7811,Aceptado
78845.69995,492696.8588,3151242.779,161249.094,555820.3786,,1289780.805,296772.3866,1476761.4619999996,1408109.149,581970.4306,-2207960.951,16410246.87,5975487.877,925159.5598,1434935.947,Aceptado
911197.959,1778479.59,,,1016407.506,5717644.976,3265201.267,197637.0024,456366.5096,,-14123633.11,64830.70934,19108081.53,53691920.53,13224986.99,17199946.0,Aceptado
,,544407.6806,,1625675.5969999996,,,116808.2028,1486949.336,,,-1066579.521,24913610.11,124200390.7,19887619.55,8979825.367,Aceptado
,28715358.23,,239088.6553,3304884.357,2396916.427,56442993.68,696328.0908,,27648819.69,3362782.039,1170365.181,,248679767.3,121451378.2,91906679.29,Aceptado
342819.7886,3141384.612,14357492.92,1891536.671,1511012.819,7894369.727000001,16171407.48,44904.6941,1914609.769,363274.4976,-9377116.339,-3253940.6760000004,37919669.82,88730295.38,,,Aceptado
,36709165.29,44236240.02,,507740.8603,6914627.177,64350131.52,786220.9148,1650285.104,,6999405.65,-7360587.19,81270009.58,825295210.8,30907770.35,39840132.91,Aceptado
1185482.812,29338091.79,24205363.23,,,4089291.177,64529016.19,248205.8441,2210581.1040000003,1787691.553,9805856.882,,257541097.0,269821858.3,42119314.64,37799658.96,Aceptado
10001088.2,62092673.76,77108641.91,5816176.855,3847050.237,5248191.947,97193723.91,3286986.702,17506982.31,23510930.82,12054930.22,-1466324.489,386397976.9,480729004.7,61167077.14,50070466.51,Aceptado
3987064.993,48666638.91,58471211.29,7360675.095,412724.7726,6837545.376,105347553.6,1429468.892,11225566.84,9665234.38,4823799.507,,130492887.4,221739640.3,31499540.15,30420597.58,Aceptado
2563601.185,62069287.91,7901848.935,6320440.839,902669.1644,-7458138.587,90250396.11,380002.6079,,1425021.191,21467151.24,-4901839.247,263563495.5,129568309.9,28622131.52,,Aceptado
807997.6619,11782416.71,5850645.732000002,590209.1689,167469.6745,4286843.0419999985,,195436.6279,352681.1321,,-2318877.56,,,11013133.13,12302858.47,23698101.58,Aceptado
542626.0655,14641391.49,57769310.39,138265.5779,112306.2123,8640214.173,48940639.74,524953.456,2230222.978,20492232.61,-9588293.8,-2911516.973,44545140.61,56481795.19,31301499.63,30353402.08,Aceptado
92898.40893,13151173.43,36958711.62,107937.5308,390738.9446,8384479.128,48581287.81,,3104487.829,4609425.996,5625128.487000002,,125222252.3,58974664.7,,13774251.8,Aceptado
3625614.585,,71578589.16,1702695.855,1109141.619,3968705.486,,550217.8778,3183959.05,4914265.813999998,13525645.59,-5000546.35,270417515.2,757104651.8,53783483.09,60272046.25,Aceptado
330882.4402,1189180.812,3287426.442,353294.0818,342200.5077,6430498.011,9311499.416,48909.69209,59943.38262,1786005.939,-16624707.6,-1189125.975,11368668.83,36408470.78,11210579.14,16861699.86,Aceptado
183296.848,10167646.77,3431406.824,606782.385,404043.0293,4193128.985,20289279.63,88002.79791000002,1719997.171,557447.046,6668339.267000001,-3555610.872,65862324.38,13301126.31,5169235.117,6375053.2820000015,Aceptado
203815.2501,5144943.438999998,11535889.14,526702.321,331654.8607,6670779.999,30658116.52,96355.04233,4912289.002,1361525.455,-1127850.774,-5944654.115,29624448.99,,,,Aceptado
5535998.832,3844578.121,5214330.91,360478.3258,1258046.767,-2775335.532,5080292.096,667188.0935,,20566022.74,-8583466.882000001,862544.2821,33303036.9,44148537.51,,,Aceptado
,83408444.93,58720199.44,6062196.677999998,3536486.585,161613.315,,964931.3269,12379954.28,10350254.07,16127981.01,,445485059.1,1450468051.0,73766686.29,56503292.56,Aceptado
,11089585.58,,,4951472.834,-10650493.9,,355041.1535,4536751.131,82122.18698,25477577.12,,289318416.5,172714347.5,8037065.857999999,,Aceptado
87599.44486,7003600.909,16863633.74,77543.20165,13798.979630000002,7985513.596,13169955.66,456524.6026,293351.7057,3843820.437,2319993.869,-3286224.083,,,12088779.18,17220143.79,Aceptado
,30678960.15,6238622.55,882157.2051,4651897.927,,38274380.7,647182.9461,3430880.573000001,8856661.195,19051596.09,883054.8424,488777180.8,119381699.3,,36814282.83,Aceptado
,13879454.61,24894590.19,658027.1649,271449.8129,6918558.797,44237736.04,353584.6473,3497436.667,2994948.75,5702653.18,-2877217.831,92668690.97,29587090.87,29715164.4,18294138.69,Aceptado
48475.67857,30877329.29,30945845.5,,56875.84311,8595538.777999999,67915192.8,,1375209.854,1016180.435,10072165.31,,78843296.16,25322459.43,23040636.84,20832853.72,Aceptado
3003372.354,26681372.83,2150704.9590000003,6434798.87,4983797.018,-10174513.36,12824507.58,865114.214,1883607.136,1166337.79,18606262.0,317427.8418,265515404.5,112494696.0,26903476.62,24577699.75,Aceptado
1361160.997,1301071.05,11171.9134,1291481.842,2110232.974,-10997955.77,1556210.631,59523.41338,102055.2493,481031.4685,-4529374.561000002,584585.3093,24672646.24,47711131.51,,11516128.94,Aceptado
656057.3884,17643512.62,20486417.41,300140.2905,1040605.118,3323079.103,34677477.75,390523.7827,2561826.461,3567479.802,12840870.12,-2041230.211,198915585.6,55081294.65,24622092.79,21132677.07,Aceptado
54203.36078,915255.7673,21253392.05,21401.45413,150265.7349,8677964.672,4992480.502,49453.87806,403374.1391,1371078.9330000002,-6611549.321,-2835295.347,,7998062.614,3295583.0310000004,5425129.645,Aceptado
146705.0107,15796443.15,44376267.69,900531.7246,,8806372.187,,652211.0503,2042863.045,,506646.3188,-5854045.666,58084113.64,54572315.39,,21537929.98,Aceptado
739227.805,16701257.91,,2154915.439,624974.7253,-5977632.145,10606603.99,319905.6808,207552.6886,672320.5241,11246159.79,-328930.0026,65461544.06,19130263.19,12621970.43,20842941.93,Aceptado
110536.6549,3289901.221000001,4489792.972,206837.8748,38773.41567,6640851.489,25140124.78,,2226254.391,,920954.3548,,31957142.92,4480360.728999998,,2704503.422,Aceptado
87107.39512999999,,18768953.59,407305.8238,130670.3116,,26283176.94,288466.152,1415382.204,530368.5469,,,,,6401234.524,8310394.214,Aceptado
176683.5055,4442023.4339999985,9924912.557,159133.9548,608394.7659,5271417.317,4176125.868,,,209438.5073,3667953.537,-4966486.214,42153834.64,35670648.1,,4453091.294,Aceptado
159392.0801,,39558.06763,1008605.626,751412.2286,-3458322.56,4111073.126,474096.2929,765501.8868,3154293.594,1425371.688,,11004362.88,22695393.4,9424582.217,7491242.873,Aceptado
105199.3159,6666874.732000002,,126791.6815,276731.3459,5742573.982000002,11660077.76,394868.8196,259300.8533,2220387.28,9420891.55,-2377561.686,56021652.13,14760089.72,6865940.563999998,13643557.07,Aceptado
705724.8412,4399690.62,17735228.45,247819.0657,,6108687.7579999985,16571046.0,,1275574.425,4132033.104,345603.8313,59767.20326,,27420100.79,22870761.21,18566217.1,Aceptado
,12373810.76,11380770.64,,,4202301.396000002,,561455.6661,536053.0036,7272844.245,5619516.016,,68275312.2,49705247.88,17884980.75,28297024.78,Aceptado
317538.9266,6718530.125,1602679.475,,1079086.166,,16063673.2,,,1205614.626,1672705.436,22783.4141,,54565300.18,34416999.75,22823103.36,Aceptado
103525.9124,2971784.046,,65354.71561,1191874.98,8606234.285,12038294.04,256733.6956,250200.5737,1203079.361,5207784.6910000015,-1155282.2659999998,152159854.6,30961028.78,19781790.73,20420059.79,Aceptado
2794130.277,,14211126.57,445880.0422,1611052.7980000004,,19518287.74,233496.9268,1230775.375,,3222197.62,-535328.0245,164423522.3,67695028.21,17346762.57,23805527.06,Aceptado
662916.1469,40197354.06,6185133.823,,,,54990065.64,102027.4881,571561.4377,229481.9225,8769430.193,,177384691.4,370332243.7,,40180796.62,Aceptado
2307683.661,31110366.02,63532785.31,1481437.044,2421681.734,5640197.719,56060278.75,716417.8161,5859127.85,2314031.507,18480367.5,,,308586217.6,17468353.01,27773901.31,Aceptado
59543.06200000001,16561609.36,4072904.059,237565.2514,557380.6714,2396738.234,13623219.52,48308.35114,448870.648,25547.25917,17399793.42,-3292201.187,90859782.19,24717837.99,10781729.91,12742487.16,Aceptado
,136833653.8,30207041.98,171078110.2,4774679.6110000005,,151618374.9,3232129.77,10460548.73,12469595.54,18425804.42,-1715400.1069999996,429645367.1,3684846522.0,114045548.8,94260498.32,Aceptado
223337.9255,2126706.682,,706857.3658,1300779.397,3937312.619,6452543.562000001,118365.1899,38866.48929,2114344.81,-6871980.399,983093.7189,,11499447.24,17180311.69,19059205.97,Aceptado
,761217.6725,105375.011,163405.0721,146231.356,-286363.7437,1509055.802,110489.433,180332.5955,2642859.252,-8542722.932,820306.3867,5085815.989,3849113.892,,6977079.871,Aceptado
1697463.884,21669754.96,32785188.96,2680631.582,2699081.295,4694985.876,54799991.49,600968.073,13882228.96,3476544.709,14040596.85,-4039175.955,,126709520.3,19415029.66,13900190.5,Aceptado
239000.7369,1117992.498,2385474.366,341718.1522,203331.1629,4106408.443,3808392.084,198015.531,359493.0054,1046727.38,-7210438.955,,,46260064.51,4582928.89,6798430.105,Aceptado
727357.6291,675222.9275,,,1069438.189,2712227.6560000004,1494749.15,186490.6059,1470838.319,5241418.1110000005,-12435744.84,-1489006.532,7084027.21,57555223.25,3674369.288,5581556.719,Aceptado
1828123.455,6749457.996,112533.2886,1455726.033,315475.1158,-9491478.171,,161935.6914,866134.9920000002,,-6071029.95,,6029606.79,,,13455962.52,Aceptado
119008.5804,12682677.01,31092047.4,265627.0971,633445.1569,7690133.513999999,21201345.08,250838.26100000003,246080.635,268931.3121,8582676.908,-4772760.995,,124368887.3,24676726.72,26109139.03,Aceptado
100372.4128,,337972.4424,,78399.03177,,19277781.48,118717.9783,980857.5112,12022.95369,11329919.54,-6562534.496,,11735206.67,2200235.781,3696296.999,Aceptado
20335.77151,155652.6495,10603660.95,18073.13481,63399.18926,8856422.837000001,3417166.4960000007,48505.09387,127856.0902,1752026.8280000002,-15798685.08,,6714106.287000001,4507928.0660000015,3107539.576000001,3516468.672,Aceptado
357581.9614,3980966.599,23582818.09,,,6999103.057999998,14205466.73,95267.98062,,13235803.66,-7835926.15,384339.5399,70430021.59,38809247.93,32284140.73,18309072.03,Aceptado
411337.1073,11606539.96,10809223.83,,5945997.6510000015,3688911.027,11044395.93,372893.237,1636566.469,,12447467.51,220607.7308,309674834.6,64085630.02,17202697.41,16753215.7,Aceptado
359284.2435,17534617.06,20715437.18,852572.1524,170876.0676,6842987.762999998,50255810.88,290413.0007,,3808448.054,1621450.207,-6114891.865,,126239729.9,,,Aceptado
274865.6768,,6543053.932999998,44585.92543,248323.3612,2117999.399,2333551.501,183510.4001,915255.2959,1169994.841,6759648.7,-3874373.188,32003608.08,17271248.42,1453993.544,4028743.334,Aceptado
286801.359,35453500.46,86710247.31,,376081.1,8663405.56,74581461.34,1372757.434,1913125.421,2523128.799,15085871.39,-5940673.666,205810090.8,108122801.4,34498553.83,38331833.08,Aceptado
1007617.099,,3533183.356,,2326410.191,-6805208.712,,444426.3452,1043207.909,970874.1122,16124912.97,-10671.3415,211526827.4,63349239.49,32155437.01,22298095.06,Aceptado
449269.9308,1239359.979,1208039.33,607631.7681,974398.3188,2770115.443,1910934.672,47071.25732,267193.2392,604338.5976,-9328507.106,,15125096.7,19331745.73,5355927.035,8519642.216,Aceptado
480862.6034,22993029.15,24524535.61,1348614.4219999998,780520.7199,5322345.489,33347698.19,585905.6937,6139572.411,1370770.1819999998,12660593.43,-7897575.569,92236763.49,199561246.4,4347588.437,,Aceptado
3255081.616000001,67107568.86,2363442.557,11714422.29,,-11401496.15,37095808.09,824401.1023,1645822.002,,22227560.46,,343225023.8,241857482.9,51043914.21,49276045.01,Aceptado
,11431698.93,8744947.942,502694.183,,947000.3166,9874034.963,,1260067.8590000002,12239241.02,,869426.0624,104936082.6,17143417.79,12730288.4,,Aceptado
56921.61709,8520276.967,786206.2735,475582.898,225048.055,3967901.999,10915017.3,210470.7173,,,7015446.163,-1788962.586,33617482.0,7392394.922999999,9571156.043,7962289.002,Aceptado
828761.8609,820479.4529,,777371.1528,969284.6049,-4145762.372,918311.858,490478.7656,,1547521.302,6246745.402000002,-2330475.609,14693334.78,17726677.72,404124.2305,,Aceptado
287696.8121,8403091.43,7275051.212,84567.95947999999,1018132.073,1273628.668,12843015.94,105592.4658,1763590.498,1707081.705,,-2061038.024,131475179.3,26351291.57,7362202.919,8925515.008,Aceptado
359658.8221,1334859.902,1064572.153,126254.2567,293351.419,754937.7122,,186738.3169,1829373.245,4588538.285,-2457521.894,-508963.1126,7526235.332,6588529.507,1841204.137,2932119.846000001,Aceptado
9661299.099,26270583.95,2226807.435,9705796.311,2937858.009,-9517497.449,18834698.31,874749.8073,1792326.253,,477845.7417,762360.4746,100627071.9,179168988.6,46324481.62,38027541.04,Aceptado
68891.10059,22771.33058,4605720.216,3220.299861,636922.4117,6215619.37,51805.71145,139539.1291,,,-8443612.466,,,16413366.7,817040.777,1129395.237,Aceptado
795469.141,1431479.1,7241031.916,40790.68882,208502.6566,2769936.76,4366732.118,371060.0517,4938927.873,14671781.2,-6895316.48,-1995963.796,15585312.76,15922350.97,,,Aceptado
325932.4282,17907280.67,8120543.572000002,,1150064.821,3914189.185,,188646.783,617147.3924,787572.295,9876530.752,,109928184.5,83382145.2,18576789.73,25980828.16,Aceptado
56753.06717,5087788.288,7659473.912,8584134.529,1682119.522,8573612.581,36141894.59,,1669791.7230000002,68605.67316,1875270.966,-6406703.281,53194526.02,,6318628.345,8483513.967,Aceptado
1095495.085,20603070.88,9764738.56,3468116.4460000005,1656171.262,1530133.9009999996,35219288.62,310099.8602,1519610.055,1103517.759,7139991.636,-1348993.502,167518324.2,82326869.67,,25652946.47,Aceptado
400358.5221,,51387.27941,1022590.774,595407.0132,-5353297.576,,,402081.7768,758467.3935,1301506.858,-856400.6367,11836095.33,12766011.9,2036149.822,5577163.77,Aceptado
,,1967888.295,50854.87008,124121.7478,1502353.409,1626469.916,122602.6994,3575.0205869999995,,1188996.68,,,6146392.126,12831579.7,23120747.42,Aceptado
625838.9734,19089292.92,366938.8101,432234.5448,3427140.473,,,101316.0808,1327972.633,50802.06945,26219617.55,-1352721.394,270099097.9,76674198.35,11261141.51,9997595.665,Aceptado
1049945.177,4161078.539,1345731.066,4222853.426,1501953.646,3907889.856,,274222.2635,63131.76905,5520521.14,-17247922.46,910329.1339,17276368.14,57116625.28,,33342480.65,Aceptado
124003.6876,1835149.124,12655787.3,14732.81619,150996.0644,6464434.589,3553624.951000001,52587.89097,296419.5019,1591415.525,-3338284.484,-561643.5095,,10770463.41,13940038.84,10218176.02,Aceptado
2657188.796,52259507.27,53553517.79,1682562.719,1772802.469,1841108.872,,800375.2372,,3883861.24,19286723.29,-4010897.393,402871833.8,365013604.2,63201868.62,,Aceptado
67001.43636,1130956.927,78190249.74,18614.23153,20667.94481,8997740.152,,105520.0617,1056486.535,6256606.9739999985,-17244842.68,-6818032.097999998,9148595.366,67382502.79,13565377.68,13246807.14,Aceptado
17252.76225,919164.4867,4989498.303,427908.8373,,8243901.947000002,10713323.44,59650.9357,870142.5241,3896.117624,4124310.028,-6246059.216,48731877.36,41762026.77,4639275.282,2536383.995,Aceptado
57662.44621,,,186713.3239,956326.772,3345623.985,,23090.4487,99312.66063,1348.993841,865622.1384,-2955817.8039999995,33376831.77,22501425.06,3529480.092,3171718.271,Aceptado
24853.7989,361370.3056,1380220.343,24923.39256,7482.962669,8024514.324,2933150.057,160817.3632,115875.8222,4140925.63,-9946165.706,-317544.7076,2487193.877,1517161.445,6675138.487000002,4536893.738,Aceptado
835240.7222,15979671.07,,,862693.0247,5652708.293,39633330.16,564653.5537,1340149.924,2498250.774,2515368.512,-3224767.026,,238556531.2,45932104.38,35089151.42,Aceptado
,277779.6513,,9153.343247,77775.62235,1428582.56,882340.5458,72185.98941000001,69137.32514,170118.703,4425925.057,-4285827.158,17480354.66,11907048.63,963208.4734,2711938.8430000003,Aceptado
775388.8339,5954493.456,569027.5433,529277.4513,,-5418514.79,3049811.757,115381.6831,335510.3892,1701607.917,2825777.174,1177266.961,,11820476.92,28366033.09,18477401.81,Aceptado
872030.9651,,1384464.069,,1212109.01,1710256.957,19736217.84,145316.6503,741858.8147,374265.956,5790899.932,-191573.7898,92099286.1,,,,Aceptado
828143.3261,2778861.84,2260.646702,1502144.993,,-12761942.96,,337046.98299999995,1433915.313,1137770.827,7549204.212,-462623.5474,,,2170818.119,2914278.137,Aceptado
679849.3797,3298376.955,,244469.1731,935326.1055,2663184.837,3620641.668,217672.9684,360515.2822,4348440.4860000005,373871.5158,568008.9024,48364981.15,11024091.98,5763275.9679999985,14063850.57,Aceptado
370091.7002,672653.825,,1036288.083,1069450.1509999998,-5798458.981000002,813449.9084,58997.98185,655998.0123,,-350413.5752,-622755.3867,16336596.38,,2475621.627,2058458.308,Aceptado
857473.0684,25912016.87,29305970.22,1015423.14,,4773415.721,34887801.45,819026.1343,8355765.179,,13327220.09,-6330818.254,124886275.2,108753532.1,,11511260.04,Aceptado
884259.4168,16332472.78,24632149.31,2523423.991,1028284.489,6868855.589,52485879.17,239173.3781,3266281.09,3198840.829,,-4210054.457,90413979.26,158344422.8,23905928.47,24029039.29,Aceptado
